Arquivo de Áudio,Transcrição
audio_4174.wav,natura.com.br
audio_4175.wav,um bilhão e 700 milhões com campanha
audio_4176.wav,formular há poucos minutos atrás tanto preocupante
audio_4177.wav,naquela época eu tinha um tempo pequeno então grande parte das pessoas
audio_4178.wav,quero fazer um agradecimento aos mais de um milhão de votos
audio_4179.wav,E aí Pensa no que a gente sabe
audio_418.wav,raiz de 80 milhões de brasileiros passando fome
audio_4180.wav,[Erro] Não foi possível transcrever o áudio
audio_4181.wav,saindo de um princípio
audio_4182.wav,E aí eu
audio_4184.wav,fale que eu falsifiquei uma assinatura Porque você tá mentindo eu não
audio_4185.wav,hoje na
audio_4186.wav,por falta de responsabilidade o senhor diz que na eventualidade
audio_4187.wav,coloca os choclitos tampa deixa um mês
audio_4188.wav,apoio né Qual é a orde
audio_4189.wav,Os encontros da vida são interessantes
audio_419.wav,E aí faço aqui uma uma espécie de uma autocrítica da esquerda
audio_4190.wav,[Erro] Não foi possível transcrever o áudio
audio_4191.wav,então a gente como era muito
audio_4192.wav,[Erro] Não foi possível transcrever o áudio
audio_4193.wav,Cia ser estuprada o eleitor deve realmente acreditar
audio_4194.wav,e eu falo falei isso ontem eu falei assim cara o Rodrigo
audio_4195.wav,como sempre aparece
audio_4196.wav,ilícito aos homens referir
audio_4197.wav,enrola a calcinha com uma piranha de cabelo é tudo bem higiênica é
audio_4198.wav,estudando e trabalhando
audio_4199.wav,dinheiro para pagar servidor que que o senhor fez de fato você fala
audio_42.wav,porra essa história não tá bem contada
audio_420.wav,isso sabe também
audio_4200.wav,vem participar nos lucros sendo que o lucro não tem nada a ver com socialização do meio de produção
audio_4201.wav,procure curto prazo
audio_4202.wav,provas tem que ser punidos e as pessoas
audio_4203.wav,Boa noite nós estamos começando neste momento
audio_4204.wav,continua daqui a pouquinho a gente vai
audio_4205.wav,faltar na sua cozinha a metralhadora
audio_4206.wav,[Erro] Não foi possível transcrever o áudio
audio_4207.wav,não gosta do darim não
audio_4208.wav,você você vai conjugar isso daí também com
audio_4209.wav,pessoa com pessoa jurídica pode ser tocado mas é im
audio_421.wav,exemplo ele recebe auxílio mora
audio_4210.wav,distância todos
audio_4211.wav,[Erro] Não foi possível transcrever o áudio
audio_4212.wav,pensando a gente tava aqui discutindo a agenda da Faria
audio_4213.wav,recheio de moral democrática não tem mulher presidente não tem mulher candidata
audio_4214.wav,era para acabar com fortificado de uma
audio_4215.wav,mas quero te confessar o Ferna
audio_4216.wav,no inverno com temperaturas negativas Você tem uma filha da idade da minha
audio_4217.wav,estrangeiras e aos investimentos estrangeiros
audio_4218.wav,mas em quartéis e roubava caminhões de carga na Baixada Fluminense Tai herança dela aí
audio_4219.wav,classe via eleição
audio_422.wav,a campanha de prefeito
audio_4220.wav,para não dar o nome vou pedir para não dar o nome para pessoa não prejudicar que é um
audio_4221.wav,campeão da usura
audio_4223.wav,ação dos Campeões da Estadual com uma dívida
audio_4224.wav,pouco mais ali os seus planos
audio_4225.wav,ele não
audio_4226.wav,Celta 9
audio_4227.wav,jornal embora de vez em quando o livro
audio_4228.wav,é o seguinte você tem
audio_4229.wav,foram corruptas quando elas são investigadas quando é
audio_423.wav,verbete da Wikipédia Até fica
audio_4230.wav,economia no detalhe mas o Brasil voltou a conv
audio_4231.wav,34 tinha
audio_4232.wav,diminuiu o investimento social cortar um programas sociais
audio_4233.wav,kbg muita boca
audio_4234.wav,[Erro] Não foi possível transcrever o áudio
audio_4235.wav,país e você pode participar desse programa pelo telefone 25
audio_4236.wav,suspensão vamos supor que eu venha ganhar no voto eletrônico
audio_4237.wav,Eu peguei uma
audio_4239.wav,[Erro] Não foi possível transcrever o áudio
audio_424.wav,atrapalhou a cam
audio_4240.wav,Jerivá
audio_4241.wav,mas
audio_4243.wav,que os dois três não são exatamente a realidade há um pouco mais
audio_4244.wav,municípios investimento
audio_4245.wav,Pergunte para ele qual o tratamento que deram para o funcionário pergunte
audio_4246.wav,brasileiros a maior
audio_4247.wav,tá todo mundo
audio_4248.wav,quantos litros da carta de Lavoro italiana
audio_4249.wav,é um vídeo muito visto que é o brizo
audio_425.wav,problemas não existe governo perfeito em lugar nenhum no mundo mas eu acho
audio_4250.wav,[Erro] Não foi possível transcrever o áudio
audio_4251.wav,Imagina sabe o que que a gente pode fazer vamos pegar um
audio_4252.wav,trabalhar junto com PDT da mesma forma que trabalhamos no movimento
audio_4254.wav,Deise tirar companheiros que defendem coisas
audio_4255.wav,consequência de um trabalho até a médio
audio_4256.wav,[Erro] Não foi possível transcrever o áudio
audio_4257.wav,[Erro] Não foi possível transcrever o áudio
audio_4258.wav,ídolo do 10%
audio_4259.wav,fazer
audio_426.wav,[Erro] Não foi possível transcrever o áudio
audio_4260.wav,Com toda certeza melhoraremos a questão do desemprego no Brasil
audio_4261.wav,[Erro] Não foi possível transcrever o áudio
audio_4262.wav,chegou para mim foi
audio_4263.wav,cidade para beijar eu não poderia tratar
audio_4264.wav,tinha ido para Las Vegas por isso
audio_4265.wav,de Horizonte para a sociedade para humanidade seja o socialismo
audio_4266.wav,currículo serviço
audio_4267.wav,tudo porque
audio_4268.wav,no vício Expresso cogitado e lugar algum houve uma foto com esse candidato
audio_427.wav,três deputados do PP não pegar dinheiro
audio_4270.wav,morte no Brasil né em primeiro lugar nós precisamos
audio_4271.wav,ver os gestos de ampliação amplis
audio_4272.wav,rádio que contribuem para o déficit
audio_4273.wav,108 anos de idade
audio_4274.wav,pessoa te liga ainda estou
audio_4275.wav,a gente infelizmente está terminando o nosso tempo e eu queria fazer um ping pong
audio_4276.wav,candidatura mas muita gente
audio_4277.wav,e a disputa pela mesa com os três partidos da Coligação do bolsonaro
audio_4278.wav,ela estava na moto com um amigo dela quando eles chega
audio_4279.wav,[Erro] Não foi possível transcrever o áudio
audio_428.wav,aqui também não tá aqui hoje porque Sai Las Vegas
audio_4280.wav,[Erro] Não foi possível transcrever o áudio
audio_4281.wav,vezes 16 x 12
audio_4282.wav,foi no sindicato já foi no PT
audio_4283.wav,30 vou embora mas Nossa agora
audio_4284.wav,[Erro] Não foi possível transcrever o áudio
audio_4285.wav,tipo de intervenção a imprensa é livre no país
audio_4287.wav,todas as regiões do Brasil para o desenvolvimento da agricultura da Embrapa
audio_4288.wav,que a Ford começou a fazer
audio_4289.wav,pediu de
audio_429.wav,como é que você vai
audio_4290.wav,e transformar o cerrado brasileiro nessa
audio_4291.wav,hoje nem amanhã eu vou ter que deixar ela uns dois dias
audio_4292.wav,a pessoa que conheço a pessoa ela já Ela contou na
audio_4293.wav,[Erro] Não foi possível transcrever o áudio
audio_4294.wav,sabíamos e sabemos que essa é uma campanha a quente
audio_4295.wav,um dia 2 cinema né que é Qual o nome mesmo fala
audio_4296.wav,[Erro] Não foi possível transcrever o áudio
audio_4297.wav,transitado em julgado isso não aconteceu no caso
audio_4298.wav,apresenta uma ideia
audio_4299.wav,sexta-feira foi arquivado
audio_43.wav,Brasil seu país que mais mata trans no mundo que é um absurdo esse país
audio_430.wav,duas pessoas da esquerda
audio_4300.wav,ele 69 anos de idade então dá para você
audio_4301.wav,Assessoria nas negociações dos patrões com os trabalhadores
audio_4302.wav,são cento e poucos deputados são menos que a
audio_4303.wav,governo tá tirando do cara que deixou de ser miserável do companheiro
audio_4304.wav,há 2 anos e pouco Voltamos uma proposta de emenda da construção para
audio_4305.wav,posição dos partidos no Congresso a sociedade tem que atuar sobre isso e
audio_4306.wav,que não falta traidor da classe trabalhadora
audio_4307.wav,80 e tinha uma caixa na minha casa
audio_4308.wav,fazendo trabalhos extraordinários no Brasil isso não é notícia
audio_4309.wav,é aqui que fica é assim que
audio_431.wav,Contra isso na política e nos partidos políticos não
audio_4310.wav,eu acho mais do que natural que haja uma rea
audio_4311.wav,marido político né eu construí minha trajetória absolutamente
audio_4312.wav,eu quero levar prefeitura prefeitura
audio_4313.wav,filha não deixa o filho
audio_4314.wav,[Erro] Não foi possível transcrever o áudio
audio_4315.wav,primeiro
audio_4316.wav,Democratas
audio_4317.wav,que a campanha continua você acha
audio_4318.wav,do candidato PT mostre-me o que ele fez ao longo da vida
audio_4319.wav,duas
audio_432.wav,no toca
audio_4320.wav,a base da violência nem Leme e nem forte glórias ninguém
audio_4321.wav,autoritário que o senhor mesmo já usou agora
audio_4322.wav,para tentar nos intimidar para trazer o medo
audio_4323.wav,investimento Não Para
audio_4324.wav,cara para o Renan comprou os pratos depois disso
audio_4325.wav,[Erro] Não foi possível transcrever o áudio
audio_4326.wav,sem permitir que o dirigente sindical tenha chance
audio_4327.wav,usou a outra rosa aqui sabe outro com prego embaixo outro prego entra
audio_4328.wav,você defende muito
audio_4329.wav,é uma lula e a outros condenados por corrupção eu tenho muita
audio_433.wav,Quais são as propostas da senhora sendo Gaúcha que é o exemplo do berço
audio_4330.wav,falei minha
audio_4331.wav,para cima de mim se você mandar uma cartinha para o MP falando qualquer coisa
audio_4332.wav,temperatura de pessoas negras é o melhor modelo e gostaria que você comentasse também porque
audio_4333.wav,não sei eu lhe digo eu convidei o celular seu aí a rua bom vamos saber
audio_4334.wav,[Erro] Não foi possível transcrever o áudio
audio_4335.wav,entre o Delfim Neto e o ministro
audio_4336.wav,[Erro] Não foi possível transcrever o áudio
audio_4337.wav,no Grau Oi fala então resolve
audio_4338.wav,nós não vamos medir um evangé
audio_4339.wav,3 anos de prisão
audio_4340.wav,o ex-presidente Lula disse que é uma prorrogação
audio_4341.wav,Porra se eu tivesse falado uma bar
audio_4342.wav,[Erro] Não foi possível transcrever o áudio
audio_4343.wav,sempre bom dizer que quem não precisa né os que tem mais
audio_4344.wav,Tome vergonha na cara Lula eu vou
audio_4345.wav,dia que ele
audio_4346.wav,sinônimo dentro
audio_4347.wav,você falou
audio_4348.wav,o Fernando
audio_435.wav,[Erro] Não foi possível transcrever o áudio
audio_4350.wav,ele é de todos esses escrotos que que
audio_4351.wav,muito mais do que a classe dominante esperava que eu chegasse
audio_4352.wav,grupo
audio_4353.wav,e me prendeu
audio_4354.wav,médico programa sempre começa dizendo que os apresentadores
audio_4355.wav,[Erro] Não foi possível transcrever o áudio
audio_4356.wav,no mínimo no nível internacional Deixaremos de ser
audio_4357.wav,eu quero dizer é que existe a
audio_4358.wav,não é para que tem uma melhor base e sigam carreira
audio_4359.wav,zona a gente quer putaria da boa ele como assim eu falei
audio_436.wav,[Erro] Não foi possível transcrever o áudio
audio_4360.wav,[Erro] Não foi possível transcrever o áudio
audio_4361.wav,vocês vão enfrentar muitas greve
audio_4363.wav,permitir que as coisas
audio_4364.wav,salário comum comum Não estou me referindo ao aluno Um operário comum que Edu
audio_4365.wav,você defenderia para o Brasil eu sei que eu sei que você pode dizer
audio_4366.wav,não é assim que é você
audio_4367.wav,o orçamento Olha o orçamento da união não foi votado
audio_4368.wav,que você vai reagir
audio_4369.wav,e o caracteriza o que eu vejo nos
audio_437.wav,junta Camila na verdade esse é um tema que
audio_4370.wav,Amazonas e nenhum momento disse que houve fraude e nenhum momento pediu recontagem
audio_4371.wav,se querem pedir a conta porque não aguento mais trabalhar
audio_4372.wav,é o representante legítimo das multinacionais no país
audio_4373.wav,feminista né Eu sou uma mulher
audio_4374.wav,e defende ativamente
audio_4375.wav,indústria
audio_4376.wav,contra parlamenta
audio_4377.wav,melhor chance de acompanhar
audio_4378.wav,será o mundo aqui Nações São explodidas pela guerra
audio_4379.wav,dirigentes sindicais da época e qual é o cuidado
audio_438.wav,ver né mais impostos agora não viriam bem
audio_4380.wav,primeiro Por que nós temos
audio_4381.wav,Mineiro é representada pela escória da sociedade
audio_4382.wav,de negativas tão grotescas para classe trabalhadora
audio_4383.wav,[Erro] Não foi possível transcrever o áudio
audio_4384.wav,a gente tava de
audio_4385.wav,uma operação qualquer vamos junto para mostrar para você mostrar para mim para polícia
audio_4386.wav,lamentar uma das mais importantes é vo
audio_4387.wav,uma parte desse turma por isso que eu falei em voto útil antecipado
audio_4388.wav,o Haddad fez uma campanha
audio_4389.wav,daqui a pouco tempo atrás tivemos um presidente
audio_439.wav,era não é era sou eu a trepadeira
audio_4390.wav,que apresente para o Parlamento que dispute na sociedade
audio_4391.wav,[Erro] Não foi possível transcrever o áudio
audio_4393.wav,facilita muito esse filho do Zezé di Camargo facilita muito
audio_4394.wav,ali não entendeu nada porque ela falou como é que eu passo mal do Paulo também se ele não vai
audio_4395.wav,vem gente que não presta para cá e temos que tomar cuidado no Tocantins aí na tua casa
audio_4396.wav,árvore vem com o machado para querer me cortar assim essa
audio_4398.wav,no terceiro dia do capitão
audio_4399.wav,[Erro] Não foi possível transcrever o áudio
audio_44.wav,que se fabrica um
audio_440.wav,Mirante Almirante Roberto
audio_4400.wav,o Honda defende o
audio_4401.wav,a política Avante quão grande
audio_4403.wav,Dinah a
audio_4404.wav,a estabilidade do dirigente sindical a estabilidade da comissão
audio_4405.wav,banco seja o mesmo clima de insatisfação
audio_4406.wav,para mim não
audio_4407.wav,golpe quando alguém mete o pé na porta e tira aquele
audio_4408.wav,tese de congelamento de
audio_4409.wav,vai ter escola boa para o seu filho tem direito a ir para Europa
audio_441.wav,vai ganhar algumas eleições a partir de 1974
audio_4410.wav,debates ácidos
audio_4411.wav,alguns milhões
audio_4412.wav,chance de vencer e que na esquerda
audio_4413.wav,vou jogar meu celular no mar nunca mais dá entrevista para ninguém porque
audio_4414.wav,dá para ver as pessoas que se aproximam de você por interesse porque agora você ficou famoso
audio_4415.wav,respeito
audio_4416.wav,seja para um canto longe da população fortemente arma
audio_4417.wav,essa linha mesmo não concordando com tudo como a
audio_4418.wav,foi enganado apenas por causa da época da eleição
audio_4419.wav,84 Cruzeiro
audio_442.wav,sabe que eu defendo associação do meio de produção
audio_4420.wav,qualquer cargo eu teria sido candidato a deputado federal e sem nenhum
audio_4421.wav,a gente ia
audio_4422.wav,é o Rodrigo Garcia numa eleição também
audio_4423.wav,filme indigna
audio_4424.wav,dessa
audio_4425.wav,Ligue para você desculpa aqui chamar
audio_4426.wav,aí fomos para
audio_4427.wav,com os partidos mais
audio_4428.wav,não mas espera você falou
audio_4429.wav,eu vou me embora e eu fiquei rodando pelo aeroporto de quando
audio_443.wav,dizendo que a minha esposa Cibele
audio_4430.wav,desenvolvimento para o Brasil é por isso que nós nos orgulhamos de
audio_4431.wav,tenho 20 anos dá 99%
audio_4432.wav,Posso pedir outra mais já Venderam
audio_4434.wav,[Erro] Não foi possível transcrever o áudio
audio_4435.wav,todos os dias à tarde você você não acha aqui
audio_4436.wav,não é preciso utilizar a lei somos contra greve e é
audio_4437.wav,logo após acontecimentos de Leme eu tive oportunidade de escrever
audio_4438.wav,Neide começou me
audio_4439.wav,sub diretores estatais nomear um monte de gente
audio_444.wav,as maravilhosas que ele tem
audio_4440.wav,para poder se igualar ao Lula Então veja
audio_4441.wav,esses outros colegas que você vai ter na casa
audio_4444.wav,como pessoa jurídica ok
audio_4445.wav,qualquer brasileiro
audio_4446.wav,não eu tô falando a minha maneira só foi maneira
audio_4447.wav,Presidente a
audio_4448.wav,[Erro] Não foi possível transcrever o áudio
audio_4449.wav,comigo
audio_445.wav,nasceu o homem
audio_4450.wav,parlamentares agora de esquerda que melhor usa redes sociais
audio_4451.wav,eu falei pai
audio_4452.wav,e agora os mesmos
audio_4453.wav,[Erro] Não foi possível transcrever o áudio
audio_4454.wav,o que favorece o
audio_4455.wav,de político é o
audio_4456.wav,para que você
audio_4457.wav,[Erro] Não foi possível transcrever o áudio
audio_4458.wav,das eleições não consigo entender aqui justificativa
audio_4459.wav,porque divulgador de fake News com fonte de financiamento não
audio_446.wav,na experiência na cultura do povo
audio_4460.wav,do presidente Lula é a candidatura do
audio_4461.wav,conversar e só fui porque fui
audio_4462.wav,da Folha de São Paulo em Brasília João Gabriel de Lima coordenador
audio_4463.wav,eu estou discutindo em cima
audio_4464.wav,parece que ninguém tentou entender direito como que esse ele
audio_4465.wav,criou o mecanismo de investigação que são
audio_4466.wav,como que ela assina uma família que o seu pai já tem um futuro para você
audio_4467.wav,Por que o que você tá fazendo Você tá tratando com o chefe de família
audio_4468.wav,criança arrecadar recursos num país que
audio_4469.wav,para o conf
audio_4470.wav,queria você não tá OK agora A Tribuna da câmara eu tenho imunidade
audio_4471.wav,direção de uma categoria profissional e
audio_4472.wav,história do partido que foi perseguido
audio_4473.wav,É a lógica né esse dinheiro é o que gera dinheiro quer dizer como
audio_4474.wav,Shopping da
audio_4475.wav,E esses são de
audio_4476.wav,que ele era o legado dele para nossa vida né que
audio_4477.wav,que tem
audio_4479.wav,vamos ver
audio_448.wav,pulando e aí que aconteceu todo mundo já tava meio na Canja de briga todo
audio_4480.wav,Estadão não tem coragem
audio_4481.wav,estuprador um dos crimes mais bárbaros que
audio_4482.wav,governo a dívida pública era
audio_4483.wav,lamentavelmente o Supremo julgou Incondicional que foi o voto impresso
audio_4484.wav,sonhos de ganhar as eleições em São Paulo
audio_4485.wav,o senhor está
audio_4486.wav,trabalhadores Luiz Inácio Lula da Silva e como eu disse antes desse
audio_4487.wav,e ela muito superior ela falou imagina amor
audio_4488.wav,jogadores que não são obrigados a terem cidade de medicina quando a gente nasce
audio_4489.wav,tenha votado no bolsonaro como inimigo
audio_449.wav,e o bolsonarismo flerta com a cultura antidemocrática
audio_4490.wav,estuprando matando sequestrando assaltante você não pode fazer
audio_4491.wav,Lula da Silva da Coligação liderada pelo PT voltamos já já
audio_4492.wav,Imagino é
audio_4493.wav,a gente olha o tanto de gente morando
audio_4494.wav,do mais alto conservadorismo
audio_4495.wav,tá aqui é consciência social
audio_4496.wav,revista O que ocorre agora recentemente com sua excelência o senhor presidente
audio_4497.wav,lente as diferenças programáticas eu tenho um programa para
audio_4498.wav,[Erro] Não foi possível transcrever o áudio
audio_4499.wav,o povo brasileiro quem é esses movimentos que se acham eu nem cito né
audio_45.wav,então agora a gente faz uma breve interrupção
audio_450.wav,você não acha
audio_4500.wav,[Erro] Não foi possível transcrever o áudio
audio_4501.wav,que o helicóptero visitou
audio_4502.wav,água essa reforma política estava dizendo do voto em lista fechada que veja
audio_4503.wav,senhor muda o plano real se for eleito presidente da República do Brasil pelo amor de Deus
audio_4504.wav,quando eu terminei a música ele falou assim
audio_4505.wav,livraria de novo numa situação internacional muito
audio_4506.wav,bola superior de guerra Dr Marcos Coimbra
audio_4507.wav,isso não gera receita o gasto público gera né e portanto nós
audio_4508.wav,e o congelamento
audio_4509.wav,templo adiantar Quem seria ali o nome de um ministro da eco
audio_451.wav,ver de repente com
audio_4510.wav,Albânia e
audio_4512.wav,deve
audio_4513.wav,[Erro] Não foi possível transcrever o áudio
audio_4514.wav,mente com o PT como aliado do PT é a primeira vez que lança
audio_4516.wav,[Erro] Não foi possível transcrever o áudio
audio_4517.wav,por receber de um artista maior
audio_4519.wav,tem uma proposta Exa
audio_452.wav,proposta de pessoa Marcos 5 é
audio_4520.wav,que não gravitam aí em torno do bolsonarismo
audio_4522.wav,é uma reflexão para fazer João nunca
audio_4523.wav,soltar o Tarcísio por aí ele não chega na Praça da Sé né
audio_4524.wav,no último dia degolaram a menina e o melhor o champinha
audio_4525.wav,alguma pessoa mais dura mas tem aqui até algumas
audio_4526.wav,primeira música ele falou assim ó Isso é uma música
audio_4527.wav,legitimada ET
audio_4528.wav,pode ser considerado
audio_4529.wav,militar treinado me parece que
audio_4530.wav,todo governo sofre pressões
audio_4531.wav,eu como essa música Tu faz o refrão porque
audio_4532.wav,assim que eu tô de saia e não consigo fazer
audio_4534.wav,externa tem que pagar
audio_4535.wav,que o estado botou um fuzil no peito dele isso me
audio_4536.wav,é maravilhoso agora você é
audio_4537.wav,essa cadeira eu como jornalista
audio_4538.wav,essa conta do Imposto fechar a classe média teria que ser tributada
audio_4539.wav,Medical feita por Getúlio Vargas ela é tão perfeita que
audio_454.wav,vamos tentar
audio_4540.wav,quem já ouvi aqui dizer que essas políticas sociais
audio_4541.wav,7 de um livro Então eu queria te fazer duas perguntas primeiro
audio_4542.wav,nós parla
audio_4543.wav,passou falei engraçado o cartão que eu precisava do dinheiro até para pagar
audio_4544.wav,E aí
audio_4545.wav,sabe não foi aprovado
audio_4546.wav,quando é que você
audio_4547.wav,a decisão das instâncias anteriores então só
audio_4549.wav,debate com a sociedade como como eu seria uma mulher
audio_455.wav,dia 20
audio_4550.wav,a greve é um direito
audio_4551.wav,diz que mais violam direitos humanos
audio_4552.wav,aí logo ela começou a conversar comigo e tal e depois de muita insistência minha
audio_4553.wav,falei Fábio vou inventar uma história
audio_4554.wav,quer que eu fui no Galo e quer dizer para você que
audio_4555.wav,a minha vida da minha família tinha na verdade
audio_4556.wav,os mesmos eu quero
audio_4557.wav,José Carlos Plácido Vila
audio_4558.wav,tu deixa os defender o que é certo que é justo com relação aos outros né aliás me AD
audio_4559.wav,de inscrito
audio_456.wav,nome da doença prioritariamente preocupada né
audio_4560.wav,[Erro] Não foi possível transcrever o áudio
audio_4561.wav,[Erro] Não foi possível transcrever o áudio
audio_4562.wav,Que medidas como essa virão
audio_4563.wav,Nós voltamos com o nosso segundo entrevistado esta noite no Roda Viva especial
audio_4564.wav,apresentação de seus argumentos Coronel Carlos Alfredo Pellegrino
audio_4565.wav,Universidade Federal do Rio de Janeiro é formada também em física e matemática
audio_4566.wav,estrangeirismo ela é pouco traduzida né que é a calça bilit que
audio_4567.wav,rota com a senhora dele
audio_4568.wav,é uma tristeza Pablo falou não fala nada
audio_4569.wav,ir para lá para cima aí quando o Jonatas
audio_457.wav,Brasil de negacionistas no Brasil isso seria uma tragédia muito maior
audio_4570.wav,São Paulo esse ano você angariou o maior número
audio_4571.wav,funcional um apartamento 200 metros quadrados mais ou menos e não recebe
audio_4572.wav,um dia
audio_4573.wav,atrasada representando Folha de São Paulo em Cuba
audio_4574.wav,é o berço dos principais colonizadores do cerrado brasileiro
audio_4575.wav,na denúncia
audio_4576.wav,pagamento dessa dívida externa quer dizer para os credores quer dizer
audio_4577.wav,das pessoas que
audio_4578.wav,O que é o candidato Bruno a presidência da república Nós voltamos já já
audio_4579.wav,a gente dividir na capital e na região metropolitana
audio_458.wav,"Carangola Argentina tiveram crédito entre 4,5"
audio_4580.wav,[Erro] Não foi possível transcrever o áudio
audio_4581.wav,Goiás pergunta o senhor o seguinte
audio_4582.wav,43454
audio_4583.wav,a mesma postura da Dilma Rousseff e seus arquivos também tem a mesma postura dela
audio_4584.wav,tem uma possibilidade
audio_4585.wav,inventar junto comigo
audio_4586.wav,lista dos trabalhadores ver só né a gente tem o mesmo sobrenome não é parente só
audio_4587.wav,tava muito assustado vendo aquele
audio_4588.wav,ainda não respondeu ao nosso convite boa noite
audio_4589.wav,[Erro] Não foi possível transcrever o áudio
audio_459.wav,aceita aqui
audio_4590.wav,09 tá aqui ainda mais nesse momento tão decisivo da história do nosso país parabéns
audio_4591.wav,almocei com o patrão jantei com patrão
audio_4592.wav,silêncio Presidente Supremo Tribunal Federal vestidos como pessoas do sexo feminino
audio_4593.wav,[Erro] Não foi possível transcrever o áudio
audio_4595.wav,nada quer ver por exemplo com a campanha do PT em 82 que tinha como lema Terra trabalho
audio_4596.wav,[Erro] Não foi possível transcrever o áudio
audio_4597.wav,revogaria eu voltei a favor dela né
audio_4598.wav,como é que fica a política econômica se eu tenho um
audio_4599.wav,profissionalmente a gente não tem os desenhos do nosso Paulo Caruso Boa noite Guilherme
audio_46.wav,cadeia sempre tá dividida então
audio_460.wav,é óbvio que ele deve ter o direito de ser candidato até que um magistrado se manifeste
audio_4600.wav,[Erro] Não foi possível transcrever o áudio
audio_4601.wav,não te quero que ele ouça quando um
audio_4602.wav,[Erro] Não foi possível transcrever o áudio
audio_4603.wav,crítica juiz não é melhor que deputado
audio_4604.wav,o MP estaria em cima de mim pode ter certeza
audio_4606.wav,[Erro] Não foi possível transcrever o áudio
audio_4607.wav,ele tá sendo voluntário para isso e Honrar todas as suas
audio_4608.wav,para caralho é ele tinha um filho né ele tinha é aquilo
audio_4609.wav,[Erro] Não foi possível transcrever o áudio
audio_461.wav,[Erro] Não foi possível transcrever o áudio
audio_4610.wav,perigosa
audio_4611.wav,isso é crime de
audio_4612.wav,os pensamentos não alcançam mas eu
audio_4613.wav,CEI Minas Vera seria
audio_4614.wav,com a pessoa certa ou uma mulher
audio_4615.wav,novo agora tem uma moeda que vale que vale
audio_4617.wav,manual do PCdoB do Rio Grande do Sul e pré-candidata à presidência
audio_4618.wav,mas eu não disse eu não sou socialista deixo bem claro
audio_4619.wav,imagem durante o ensino fundamental eu sou mãe de uma criança de quase
audio_462.wav,você mesmo mas na verdade ou argentino 30 anos
audio_4620.wav,fotos do do movimento
audio_4621.wav,como
audio_4622.wav,o primeiro que
audio_4623.wav,tudo comigo eu respondi material de construção disciplinar peguei
audio_4624.wav,Kombi
audio_4625.wav,recebeu a sua Assessoria Econômica
audio_4626.wav,não irá passar fome
audio_4627.wav,guerra é essa aqui só um lado pode atirar vou falar do Rio de Janeiro
audio_4628.wav,Dória e o Tarcísio na verdade concentrando até mais
audio_4629.wav,disse que é uma ferida que tem que ser cicatrizada
audio_463.wav,lá não tem em cima tem Riba
audio_4630.wav,esquentou bastante
audio_4631.wav,negras metade da sua bancada de mulheres nenhum outro partido tem isso
audio_4632.wav,esperado porque era um voto de direito que eu acho
audio_4633.wav,porque todos não gostam
audio_4634.wav,bolsonaro e que
audio_4635.wav,o caso de Leme
audio_4636.wav,falo como é que eu posso mandar alguém embora
audio_4637.wav,[Erro] Não foi possível transcrever o áudio
audio_4638.wav,ela chamou a Kelly a Kelly tinha
audio_4639.wav,gente
audio_464.wav,mundo de padre de justiça social e apostar que o Brasil Siga essa tradição
audio_4640.wav,advocacia e barbari e autoritarismo nós estamos na eleição
audio_4641.wav,candidatura que a senhora
audio_4642.wav,Cruzeiro agora pergunta do Frei Davi coordenador
audio_4643.wav,fazer uma pregação do
audio_4644.wav,ficou preso lá e o homem falou não e ficou lá conversando
audio_4645.wav,O que acha do
audio_4646.wav,o senhor daria a terra
audio_4647.wav,Por que não foi isso que eu falei o que eu disse assim
audio_4648.wav,que ela faz com a minha perereca
audio_4649.wav,estão contando só com os títulos
audio_465.wav,você é humorista eu sou
audio_4650.wav,Carga Tributária agora eu queria saber porque eu sou
audio_4651.wav,eu digo isso sem nenhuma satisfação bombig
audio_4652.wav,o que caracteriza por exemplo um regime ditatorial
audio_4653.wav,fazendo o vo
audio_4654.wav,[Erro] Não foi possível transcrever o áudio
audio_4655.wav,fazer as duas coisas e portanto eu acredito que é preciso
audio_4656.wav,ideológico que respeite a família bem como as crianças
audio_4657.wav,[Erro] Não foi possível transcrever o áudio
audio_4658.wav,uma coisa existir como ser humano vou falar bem devagar
audio_4659.wav,Então veja
audio_466.wav,foi para um
audio_4660.wav,que a bela perguntou você
audio_4661.wav,de diálogo com eles
audio_4662.wav,Previdência
audio_4663.wav,XXN XY
audio_4664.wav,pedir uma indicação para
audio_4665.wav,Tranquilo mais competitivo até se você
audio_4667.wav,numa única prova então a minha candidatura iria
audio_4668.wav,[Erro] Não foi possível transcrever o áudio
audio_4669.wav,[Erro] Não foi possível transcrever o áudio
audio_467.wav,caminhoneiros né
audio_4670.wav,todo um sistema de apoio ao Homem do Campo
audio_4671.wav,pede que acontece na Forte os trabalhadores nunca
audio_4673.wav,esses cargos
audio_4674.wav,eu falei Pode falar Eu ofereci minhas costas a ela
audio_4675.wav,a gente sempre foi fã do Cristian e Ralf então se eu fizesse qualquer Ah que
audio_4676.wav,Felipe Melo jogador ou seja mais uma discussão
audio_4677.wav,[Erro] Não foi possível transcrever o áudio
audio_4678.wav,da República não seja um tite
audio_4679.wav,é basicamente ela disse que só Geraldo Alckmin não basta eu
audio_468.wav,[Erro] Não foi possível transcrever o áudio
audio_4680.wav,diretores de
audio_4681.wav,Sindicato da linha curta Eu acho que o movimento sindical
